Sequence_ID,Direction,Sender,Recipient,Packet_Type,Transmission_Timestamp
42149,UPLINK,15,0,DATA-ULDATA,0.03792611973105522
42150,DOWNLINK,0,"15,",CNTRL-ACK,0.03792785132268489
42166,DOWNLINK,0,"3,",CNTRL-CTA,0.03794168912463596
42167,UPLINK,3,0,CNTRL-RTS,0.03794170589183435
42168,DOWNLINK,0,"3,",CNTRL-CTS,0.03794261164476603
42169,UPLINK,3,0,DATA-ULDATA,0.03794261164476603
42170,DOWNLINK,0,"3,",CNTRL-ACK,0.03794434323639571
42214,DOWNLINK,0,"24,",CNTRL-CTA,0.037984011601988776
42215,UPLINK,24,0,CNTRL-RTS,0.03798406354757252
42216,DOWNLINK,0,"24,",CNTRL-CTS,0.03798493412211885
42217,UPLINK,24,0,DATA-ULDATA,0.03798493412211885
42218,DOWNLINK,0,"24,",CNTRL-ACK,0.03798666571374852
42286,DOWNLINK,0,"5,27,",CNTRL-CTA,0.038048474562463304
42287,UPLINK,5,0,CNTRL-RTS,0.03804848885869653
42288,DOWNLINK,0,"5,",CNTRL-CTS,0.038049397082593375
42289,UPLINK,5,0,DATA-ULDATA,0.038049397082593375
42290,DOWNLINK,0,"5,",CNTRL-ACK,0.03805112867422305
42298,DOWNLINK,0,"25,",CNTRL-CTA,0.03805758631513355
42299,UPLINK,25,0,CNTRL-RTS,0.038057626121859936
42300,DOWNLINK,0,"25,",CNTRL-CTS,0.03805850883526362
42301,UPLINK,25,0,DATA-ULDATA,0.03805850883526362
42302,DOWNLINK,0,"25,",CNTRL-ACK,0.038060240426893294
42311,DOWNLINK,0,"23,",CNTRL-CTA,0.038067620587933865
42312,UPLINK,23,0,CNTRL-RTS,0.03806767525209722
42313,DOWNLINK,0,"23,",CNTRL-CTS,0.038068543108063936
42314,UPLINK,23,0,DATA-ULDATA,0.038068543108063936
42315,DOWNLINK,0,"23,",CNTRL-ACK,0.03807027469969361
42329,DOWNLINK,0,"5,27,",CNTRL-CTA,0.03808226746138454
42330,UPLINK,27,0,CNTRL-RTS,0.03808229960988086
42331,DOWNLINK,0,"27,",CNTRL-CTS,0.03808318998151461
42332,UPLINK,27,0,DATA-ULDATA,0.03808318998151461
42333,DOWNLINK,0,"27,",CNTRL-ACK,0.03808492157314428
42368,DOWNLINK,0,"9,22,",CNTRL-CTA,0.03811628725756671
42369,UPLINK,9,0,CNTRL-RTS,0.038116321524286546
42370,DOWNLINK,0,"9,",CNTRL-CTS,0.03811720977769678
42371,UPLINK,9,0,DATA-ULDATA,0.03811720977769678
42372,DOWNLINK,0,"9,",CNTRL-ACK,0.038118941369326455
42381,DOWNLINK,0,"4,",CNTRL-CTA,0.038126321530367026
42382,UPLINK,4,0,CNTRL-RTS,0.03812635396646743
42383,DOWNLINK,0,"4,",CNTRL-CTS,0.0381272440504971
42384,UPLINK,4,0,DATA-ULDATA,0.0381272440504971
42385,DOWNLINK,0,"4,",CNTRL-ACK,0.03812897564212677
42409,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.03815019360511841
42410,UPLINK,17,0,CNTRL-RTS,0.03815024149457413
42411,DOWNLINK,0,"17,",CNTRL-CTS,0.038151116125248484
42412,UPLINK,17,0,DATA-ULDATA,0.038151116125248484
42413,DOWNLINK,0,"17,",CNTRL-ACK,0.03815284771687816
42661,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.03838071018900579
42662,UPLINK,13,0,CNTRL-RTS,0.038380728238947455
42663,DOWNLINK,0,"13,",CNTRL-CTS,0.03838163270913586
42664,UPLINK,13,0,DATA-ULDATA,0.03838163270913586
42665,DOWNLINK,0,"13,",CNTRL-ACK,0.038383364300765534
42696,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.038411039904667675
42697,UPLINK,14,0,CNTRL-RTS,0.03841108697353981
42698,DOWNLINK,0,"14,",CNTRL-CTS,0.038411962424797746
42699,UPLINK,14,0,DATA-ULDATA,0.038411962424797746
42700,DOWNLINK,0,"14,",CNTRL-ACK,0.03841369401642742
42723,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.03843398945928899
42724,UPLINK,10,0,CNTRL-RTS,0.03843401124287831
42725,DOWNLINK,0,"10,",CNTRL-CTS,0.03843491197941906
42726,UPLINK,10,0,DATA-ULDATA,0.03843491197941906
42727,DOWNLINK,0,"10,",CNTRL-ACK,0.038436643571048736
42735,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.038443101211959235
42736,UPLINK,2,0,CNTRL-RTS,0.03844314379578907
42737,DOWNLINK,0,"2,",CNTRL-CTS,0.03844402373208931
42738,UPLINK,2,0,DATA-ULDATA,0.03844402373208931
42739,DOWNLINK,0,"2,",CNTRL-ACK,0.03844575532371898
42746,DOWNLINK,0,"4,",CNTRL-CTA,0.03845129044449941
42747,UPLINK,4,0,CNTRL-RTS,0.03845132288059981
42748,DOWNLINK,0,"4,",CNTRL-CTS,0.03845221296462948
42749,UPLINK,4,0,DATA-ULDATA,0.03845221296462948
42750,DOWNLINK,0,"4,",CNTRL-ACK,0.038453944556259154
42755,DOWNLINK,0,"6,",CNTRL-CTA,0.03845763463677944
42756,UPLINK,6,0,CNTRL-RTS,0.038457656697140366
42757,DOWNLINK,0,"6,",CNTRL-CTS,0.03845855715690951
42758,UPLINK,6,0,DATA-ULDATA,0.03845855715690951
42759,DOWNLINK,0,"6,",CNTRL-ACK,0.038460288748539184
42766,DOWNLINK,0,"24,",CNTRL-CTA,0.03846582386931961
42767,UPLINK,24,0,CNTRL-RTS,0.03846587581490336
42768,DOWNLINK,0,"24,",CNTRL-CTS,0.038466746389449684
42769,UPLINK,24,0,DATA-ULDATA,0.038466746389449684
42770,DOWNLINK,0,"24,",CNTRL-ACK,0.03846847798107936
42803,DOWNLINK,0,"15,26,",CNTRL-CTA,0.03849799862524164
42804,UPLINK,15,0,CNTRL-RTS,0.03849803772341553
42805,DOWNLINK,0,"15,",CNTRL-CTS,0.03849892114537171
42806,UPLINK,15,0,DATA-ULDATA,0.03849892114537171
42807,DOWNLINK,0,"15,",CNTRL-ACK,0.03850065273700139
43024,DOWNLINK,0,"15,26,",CNTRL-CTA,0.038699917085096805
43025,UPLINK,15,0,CNTRL-RTS,0.03869995618327069
43026,DOWNLINK,0,"15,",CNTRL-CTS,0.038700839605226876
43027,UPLINK,15,0,DATA-ULDATA,0.038700839605226876
43028,DOWNLINK,0,"15,",CNTRL-ACK,0.03870257119685655
43059,DOWNLINK,0,"15,26,",CNTRL-CTA,0.03873024680075869
43060,UPLINK,26,0,CNTRL-RTS,0.03873025924678292
43061,DOWNLINK,0,"26,",CNTRL-CTS,0.03873116932088876
43062,UPLINK,26,0,DATA-ULDATA,0.03873116932088876
43063,DOWNLINK,0,"26,",CNTRL-ACK,0.038732900912518436
43096,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.03876242155668072
43097,UPLINK,8,0,CNTRL-RTS,0.03876247487313483
43098,DOWNLINK,0,"8,",CNTRL-CTS,0.03876334407681079
43099,UPLINK,8,0,DATA-ULDATA,0.03876334407681079
43100,DOWNLINK,0,"8,",CNTRL-ACK,0.038765075668440466
43160,DOWNLINK,0,"15,26,",CNTRL-CTA,0.03881950435611468
43161,UPLINK,26,0,CNTRL-RTS,0.0388195168021389
43162,DOWNLINK,0,"26,",CNTRL-CTS,0.03882042687624475
43163,UPLINK,26,0,DATA-ULDATA,0.03882042687624475
43164,DOWNLINK,0,"26,",CNTRL-ACK,0.03882215846787442
43265,DOWNLINK,0,"9,22,",CNTRL-CTA,0.03891441048088156
43266,UPLINK,9,0,CNTRL-RTS,0.0389144447476014
43267,DOWNLINK,0,"9,",CNTRL-CTS,0.03891533300101163
43268,UPLINK,9,0,DATA-ULDATA,0.03891533300101163
43269,DOWNLINK,0,"9,",CNTRL-ACK,0.038917064592641305
43280,DOWNLINK,0,"1,",CNTRL-CTA,0.03892628979394202
43281,UPLINK,1,0,CNTRL-RTS,0.038926343886026955
43282,DOWNLINK,0,"1,",CNTRL-CTS,0.03892721231407209
43283,UPLINK,1,0,DATA-ULDATA,0.03892721231407209
43284,DOWNLINK,0,"1,",CNTRL-ACK,0.038928943905701764
43291,DOWNLINK,0,"12,21,",CNTRL-CTA,0.03893447902648219
43292,UPLINK,12,0,CNTRL-RTS,0.03893450997124288
43293,DOWNLINK,0,"12,",CNTRL-CTS,0.038935401546612264
43294,UPLINK,12,0,DATA-ULDATA,0.038935401546612264
43295,DOWNLINK,0,"12,",CNTRL-ACK,0.03893713313824194
43341,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.03897864654409515
43342,UPLINK,14,0,CNTRL-RTS,0.03897869361296728
43343,DOWNLINK,0,"14,",CNTRL-CTS,0.03897956906422522
43344,UPLINK,14,0,DATA-ULDATA,0.03897956906422522
43345,DOWNLINK,0,"14,",CNTRL-ACK,0.038981300655854895
43368,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.039001596098716465
43369,UPLINK,11,0,CNTRL-RTS,0.03900164925897894
43370,DOWNLINK,0,"11,",CNTRL-CTS,0.039002518618846536
43371,UPLINK,11,0,DATA-ULDATA,0.039002518618846536
43372,DOWNLINK,0,"11,",CNTRL-ACK,0.03900425021047621
43408,DOWNLINK,0,"16,18,",CNTRL-CTA,0.03903653841502871
43409,UPLINK,18,0,CNTRL-RTS,0.03903658599376558
43410,DOWNLINK,0,"18,",CNTRL-CTS,0.03903746093515878
43411,UPLINK,18,0,DATA-ULDATA,0.03903746093515878
43412,DOWNLINK,0,"18,",CNTRL-ACK,0.039039192526788453
43413,DOWNLINK,0,"9,22,",CNTRL-CTA,0.039039192526788453
43414,UPLINK,9,0,CNTRL-RTS,0.03903922679350829
43415,DOWNLINK,0,"9,",CNTRL-CTS,0.039040115046918525
43416,UPLINK,9,0,DATA-ULDATA,0.039040115046918525
43417,DOWNLINK,0,"9,",CNTRL-ACK,0.0390418466385482
43444,DOWNLINK,0,"5,27,",CNTRL-CTA,0.039065832161930054
43445,UPLINK,5,0,CNTRL-RTS,0.03906584645816328
43446,DOWNLINK,0,"5,",CNTRL-CTS,0.039066754682060126
43447,UPLINK,5,0,DATA-ULDATA,0.039066754682060126
43448,DOWNLINK,0,"5,",CNTRL-ACK,0.0390684862736898
43508,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.03912291496136401
43509,UPLINK,11,0,CNTRL-RTS,0.03912296812162649
43510,DOWNLINK,0,"11,",CNTRL-CTS,0.03912383748149408
43511,UPLINK,11,0,DATA-ULDATA,0.03912383748149408
43512,DOWNLINK,0,"11,",CNTRL-ACK,0.039125569073123756
43574,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.03918184280105811
43575,UPLINK,11,0,CNTRL-RTS,0.03918189596132059
43576,DOWNLINK,0,"11,",CNTRL-CTS,0.03918276532118818
43577,UPLINK,11,0,DATA-ULDATA,0.03918276532118818
43578,DOWNLINK,0,"11,",CNTRL-ACK,0.039184496912817855
43733,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.03932656501284885
43734,UPLINK,8,0,CNTRL-RTS,0.03932661832930296
43735,DOWNLINK,0,"8,",CNTRL-CTS,0.03932748753297892
43736,UPLINK,8,0,DATA-ULDATA,0.03932748753297892
43737,DOWNLINK,0,"8,",CNTRL-ACK,0.03932921912460859
43768,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.039356894728510734
43769,UPLINK,11,0,CNTRL-RTS,0.03935694788877321
43770,DOWNLINK,0,"11,",CNTRL-CTS,0.039357817248640806
43771,UPLINK,11,0,DATA-ULDATA,0.039357817248640806
43772,DOWNLINK,0,"11,",CNTRL-ACK,0.03935954884027048
43780,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.03936600648118098
43781,UPLINK,14,0,CNTRL-RTS,0.03936605355005311
43782,DOWNLINK,0,"14,",CNTRL-CTS,0.03936692900131105
43783,UPLINK,14,0,DATA-ULDATA,0.03936692900131105
43784,DOWNLINK,0,"14,",CNTRL-ACK,0.039368660592940724
43796,DOWNLINK,0,"6,",CNTRL-CTA,0.03937880831437151
43797,UPLINK,6,0,CNTRL-RTS,0.039378830374732436
43798,DOWNLINK,0,"6,",CNTRL-CTS,0.03937973083450158
43799,UPLINK,6,0,DATA-ULDATA,0.03937973083450158
43800,DOWNLINK,0,"6,",CNTRL-ACK,0.039381462426131254
43817,DOWNLINK,0,"9,22,",CNTRL-CTA,0.039396222748212396
43818,UPLINK,22,0,CNTRL-RTS,0.03939623723524866
43819,DOWNLINK,0,"22,",CNTRL-CTS,0.03939714526834247
43820,UPLINK,22,0,DATA-ULDATA,0.03939714526834247
43821,DOWNLINK,0,"22,",CNTRL-ACK,0.03939887685997214
43834,DOWNLINK,0,"23,",CNTRL-CTA,0.039409947101533
43835,UPLINK,23,0,CNTRL-RTS,0.039410001765696354
43836,DOWNLINK,0,"23,",CNTRL-CTS,0.03941086962166307
43837,UPLINK,23,0,DATA-ULDATA,0.03941086962166307
43838,DOWNLINK,0,"23,",CNTRL-ACK,0.03941260121329274
43839,DOWNLINK,0,"6,",CNTRL-CTA,0.03941260121329274
43840,UPLINK,6,0,CNTRL-RTS,0.03941262327365367
43841,DOWNLINK,0,"6,",CNTRL-CTS,0.039413523733422814
43842,UPLINK,6,0,DATA-ULDATA,0.039413523733422814
43843,DOWNLINK,0,"6,",CNTRL-ACK,0.03941525532505249
43874,DOWNLINK,0,"6,",CNTRL-CTA,0.03944293092895463
43875,UPLINK,6,0,CNTRL-RTS,0.039442952989315556
43876,DOWNLINK,0,"6,",CNTRL-CTS,0.0394438534490847
43877,UPLINK,6,0,DATA-ULDATA,0.0394438534490847
43878,DOWNLINK,0,"6,",CNTRL-ACK,0.039445585040714375
43891,DOWNLINK,0,"5,27,",CNTRL-CTA,0.03945665528227523
43892,UPLINK,27,0,CNTRL-RTS,0.039456687430771555
43893,DOWNLINK,0,"27,",CNTRL-CTS,0.0394575778024053
43894,UPLINK,27,0,DATA-ULDATA,0.0394575778024053
43895,DOWNLINK,0,"27,",CNTRL-ACK,0.039459309394034976
43924,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.039485139957676975
43925,UPLINK,8,0,CNTRL-RTS,0.03948519327413109
43926,UPLINK,11,0,CNTRL-RTS,0.03948519311793945
43927,DOWNLINK,0,"8,11,",CNTRL-CTS,0.039486062477807046
43928,UPLINK,8,0,DATA-ULDATA,0.039486062477807046
43929,UPLINK,11,0,DATA-ULDATA,0.03948779406943672
43930,DOWNLINK,0,"8,11,",CNTRL-ACK,0.039489525661066394
43954,DOWNLINK,0,"12,21,",CNTRL-CTA,0.039510743624058035
43955,UPLINK,21,0,CNTRL-RTS,0.03951076774327893
43956,DOWNLINK,0,"21,",CNTRL-CTS,0.03951166614418811
43957,UPLINK,21,0,DATA-ULDATA,0.03951166614418811
43958,DOWNLINK,0,"21,",CNTRL-ACK,0.03951339773581778
43973,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.03952631301763878
43974,UPLINK,13,0,CNTRL-RTS,0.039526331067580446
43975,DOWNLINK,0,"13,",CNTRL-CTS,0.03952723553776885
43976,UPLINK,13,0,DATA-ULDATA,0.03952723553776885
43977,DOWNLINK,0,"13,",CNTRL-ACK,0.039528967129398525
44029,DOWNLINK,0,"15,26,",CNTRL-CTA,0.039576015656032165
44030,UPLINK,26,0,CNTRL-RTS,0.03957602810205639
44031,DOWNLINK,0,"26,",CNTRL-CTS,0.03957693817616224
44032,UPLINK,26,0,DATA-ULDATA,0.03957693817616224
44033,DOWNLINK,0,"26,",CNTRL-ACK,0.03957866976779191
44041,DOWNLINK,0,"9,22,",CNTRL-CTA,0.03958512740870241
44042,UPLINK,22,0,CNTRL-RTS,0.039585141895738675
44043,DOWNLINK,0,"22,",CNTRL-CTS,0.03958604992883248
44044,UPLINK,22,0,DATA-ULDATA,0.03958604992883248
44045,DOWNLINK,0,"22,",CNTRL-ACK,0.039587781520462155
44109,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.03964590028865665
44110,UPLINK,13,0,CNTRL-RTS,0.03964591833859832
44111,DOWNLINK,0,"13,",CNTRL-CTS,0.03964682280878672
44112,UPLINK,13,0,DATA-ULDATA,0.03964682280878672
44113,DOWNLINK,0,"13,",CNTRL-ACK,0.0396485544004164
44122,DOWNLINK,0,"1,",CNTRL-CTA,0.03965593456145697
44123,UPLINK,1,0,CNTRL-RTS,0.039655988653541904
44124,DOWNLINK,0,"1,",CNTRL-CTS,0.03965685708158704
44125,UPLINK,1,0,DATA-ULDATA,0.03965685708158704
44126,DOWNLINK,0,"1,",CNTRL-ACK,0.03965858867321671
44138,DOWNLINK,0,"15,26,",CNTRL-CTA,0.0396687363946475
44139,UPLINK,15,0,CNTRL-RTS,0.039668775492821384
44140,DOWNLINK,0,"15,",CNTRL-CTS,0.03966965891477757
44141,UPLINK,15,0,DATA-ULDATA,0.03966965891477757
44142,DOWNLINK,0,"15,",CNTRL-ACK,0.03967139050640724
44229,DOWNLINK,0,"20,",CNTRL-CTA,0.03975072723759338
44230,UPLINK,20,0,CNTRL-RTS,0.03975076527478751
44231,DOWNLINK,0,"20,",CNTRL-CTS,0.03975164975772345
44232,UPLINK,20,0,DATA-ULDATA,0.03975164975772345
44233,DOWNLINK,0,"20,",CNTRL-ACK,0.03975338134935313
44256,DOWNLINK,0,"4,",CNTRL-CTA,0.0397736767922147
44257,UPLINK,4,0,CNTRL-RTS,0.0397737092283151
44258,DOWNLINK,0,"4,",CNTRL-CTS,0.03977459931234477
44259,UPLINK,4,0,DATA-ULDATA,0.03977459931234477
44260,DOWNLINK,0,"4,",CNTRL-ACK,0.03977633090397444
44327,DOWNLINK,0,"6,",CNTRL-CTA,0.039837217232559154
44328,UPLINK,6,0,CNTRL-RTS,0.03983723929292008
44329,DOWNLINK,0,"6,",CNTRL-CTS,0.039838139752689225
44330,UPLINK,6,0,DATA-ULDATA,0.039838139752689225
44331,DOWNLINK,0,"6,",CNTRL-ACK,0.0398398713443189
44342,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.03984909654561961
44343,UPLINK,8,0,CNTRL-RTS,0.039849149862073725
44344,DOWNLINK,0,"8,",CNTRL-CTS,0.039850019065749684
44345,UPLINK,8,0,DATA-ULDATA,0.039850019065749684
44346,DOWNLINK,0,"8,",CNTRL-ACK,0.03985175065737936
44356,DOWNLINK,0,"25,",CNTRL-CTA,0.03986005333855
44357,UPLINK,25,0,CNTRL-RTS,0.03986009314527639
44358,DOWNLINK,0,"25,",CNTRL-CTS,0.03986097585868007
44359,UPLINK,25,0,DATA-ULDATA,0.03986097585868007
44360,DOWNLINK,0,"25,",CNTRL-ACK,0.039862707450309745
44361,DOWNLINK,0,"7,",CNTRL-CTA,0.039862707450309745
44362,UPLINK,7,0,CNTRL-RTS,0.03986275988424852
44363,DOWNLINK,0,"7,",CNTRL-CTS,0.039863629970439816
44364,UPLINK,7,0,DATA-ULDATA,0.039863629970439816
44365,DOWNLINK,0,"7,",CNTRL-ACK,0.03986536156206949
44418,DOWNLINK,0,"5,27,",CNTRL-CTA,0.0399133326088332
44419,UPLINK,27,0,CNTRL-RTS,0.039913364757329525
44420,DOWNLINK,0,"27,",CNTRL-CTS,0.03991425512896327
44421,UPLINK,27,0,DATA-ULDATA,0.03991425512896327
44422,DOWNLINK,0,"27,",CNTRL-ACK,0.03991598672059295
44428,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.039920599321243304
44429,UPLINK,13,0,CNTRL-RTS,0.03992061737118497
44430,DOWNLINK,0,"13,",CNTRL-CTS,0.039921521841373375
44431,UPLINK,13,0,DATA-ULDATA,0.039921521841373375
44432,DOWNLINK,0,"13,",CNTRL-ACK,0.03992325343300305
44461,DOWNLINK,0,"9,22,",CNTRL-CTA,0.03994908399664505
44462,UPLINK,22,0,CNTRL-RTS,0.03994909848368131
44463,DOWNLINK,0,"22,",CNTRL-CTS,0.03995000651677512
44464,UPLINK,22,0,DATA-ULDATA,0.03995000651677512
44465,DOWNLINK,0,"22,",CNTRL-ACK,0.03995173810840479
44469,DOWNLINK,0,"25,",CNTRL-CTA,0.03995450566879501
44470,UPLINK,25,0,CNTRL-RTS,0.039954545475521394
44471,DOWNLINK,0,"25,",CNTRL-CTS,0.03995542818892508
44472,UPLINK,25,0,DATA-ULDATA,0.03995542818892508
44473,DOWNLINK,0,"25,",CNTRL-ACK,0.03995715978055475
44513,DOWNLINK,0,"23,",CNTRL-CTA,0.039993138065627536
44514,UPLINK,23,0,CNTRL-RTS,0.03999319272979089
44515,DOWNLINK,0,"23,",CNTRL-CTS,0.03999406058575761
44516,UPLINK,23,0,DATA-ULDATA,0.03999406058575761
44517,DOWNLINK,0,"23,",CNTRL-ACK,0.03999579217738728
44535,DOWNLINK,0,"9,22,",CNTRL-CTA,0.040011475019598494
44536,UPLINK,9,0,CNTRL-RTS,0.04001150928631833
44537,DOWNLINK,0,"9,",CNTRL-CTS,0.040012397539728566
44538,UPLINK,9,0,DATA-ULDATA,0.040012397539728566
44539,DOWNLINK,0,"9,",CNTRL-ACK,0.04001412913135824
44636,DOWNLINK,0,"25,",CNTRL-CTA,0.04010269106384509
44637,UPLINK,25,0,CNTRL-RTS,0.04010273087057148
44638,DOWNLINK,0,"25,",CNTRL-CTS,0.04010361358397516
44639,UPLINK,25,0,DATA-ULDATA,0.04010361358397516
44640,DOWNLINK,0,"25,",CNTRL-ACK,0.04010534517560484
44659,DOWNLINK,0,"15,26,",CNTRL-CTA,0.04012195053794612
44660,UPLINK,26,0,CNTRL-RTS,0.04012196298397035
44661,DOWNLINK,0,"26,",CNTRL-CTS,0.04012287305807619
44662,UPLINK,26,0,DATA-ULDATA,0.04012287305807619
44663,DOWNLINK,0,"26,",CNTRL-ACK,0.04012460464970587
44704,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.04016150545490872
44705,UPLINK,14,0,CNTRL-RTS,0.040161552523780855
44706,DOWNLINK,0,"14,",CNTRL-CTS,0.04016242797503879
44707,UPLINK,14,0,DATA-ULDATA,0.04016242797503879
44708,DOWNLINK,0,"14,",CNTRL-ACK,0.04016415956666847
44729,DOWNLINK,0,"15,26,",CNTRL-CTA,0.040182609969269895
44730,UPLINK,15,0,CNTRL-RTS,0.04018264906744378
44731,DOWNLINK,0,"15,",CNTRL-CTS,0.040183532489399966
44732,UPLINK,15,0,DATA-ULDATA,0.040183532489399966
44733,DOWNLINK,0,"15,",CNTRL-ACK,0.04018526408102964
45217,DOWNLINK,0,"1,",CNTRL-CTA,0.040630841303854116
45218,UPLINK,1,0,CNTRL-RTS,0.04063089539593905
45219,DOWNLINK,0,"1,",CNTRL-CTS,0.04063176382398419
45220,UPLINK,1,0,DATA-ULDATA,0.04063176382398419
45221,DOWNLINK,0,"1,",CNTRL-ACK,0.04063349541561386
45283,DOWNLINK,0,"1,",CNTRL-CTA,0.040689769143548216
45284,UPLINK,1,0,CNTRL-RTS,0.04068982323563315
45285,DOWNLINK,0,"1,",CNTRL-CTS,0.04069069166367829
45286,UPLINK,1,0,DATA-ULDATA,0.04069069166367829
45287,DOWNLINK,0,"1,",CNTRL-ACK,0.04069242325530796
45299,DOWNLINK,0,"15,26,",CNTRL-CTA,0.040702570976738746
45300,UPLINK,26,0,CNTRL-RTS,0.04070258342276297
45301,DOWNLINK,0,"26,",CNTRL-CTS,0.04070349349686882
45302,UPLINK,26,0,DATA-ULDATA,0.04070349349686882
45303,DOWNLINK,0,"26,",CNTRL-ACK,0.04070522508849849
45305,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.04070614760862856
45306,UPLINK,11,0,CNTRL-RTS,0.04070620076889104
45307,DOWNLINK,0,"11,",CNTRL-CTS,0.040707070128758634
45308,UPLINK,11,0,DATA-ULDATA,0.040707070128758634
45309,DOWNLINK,0,"11,",CNTRL-ACK,0.04070880172038831
45317,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.04071525936129881
45318,UPLINK,17,0,CNTRL-RTS,0.04071530725075453
45319,DOWNLINK,0,"17,",CNTRL-CTS,0.04071618188142888
45320,UPLINK,17,0,DATA-ULDATA,0.04071618188142888
45321,DOWNLINK,0,"17,",CNTRL-ACK,0.04071791347305855
45474,DOWNLINK,0,"9,22,",CNTRL-CTA,0.0408581365328294
45475,UPLINK,9,0,CNTRL-RTS,0.04085817079954924
45476,DOWNLINK,0,"9,",CNTRL-CTS,0.04085905905295947
45477,UPLINK,9,0,DATA-ULDATA,0.04085905905295947
45478,DOWNLINK,0,"9,",CNTRL-ACK,0.04086079064458915
45480,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.04086171316471922
45481,UPLINK,17,0,CNTRL-RTS,0.04086176105417494
45482,DOWNLINK,0,"17,",CNTRL-CTS,0.04086263568484929
45483,UPLINK,17,0,DATA-ULDATA,0.04086263568484929
45484,DOWNLINK,0,"17,",CNTRL-ACK,0.04086436727647896
45517,DOWNLINK,0,"25,",CNTRL-CTA,0.04089388792064125
45518,UPLINK,25,0,CNTRL-RTS,0.040893927727367635
45519,DOWNLINK,0,"25,",CNTRL-CTS,0.04089481044077132
45520,UPLINK,25,0,DATA-ULDATA,0.04089481044077132
45521,DOWNLINK,0,"25,",CNTRL-ACK,0.04089654203240099
45535,DOWNLINK,0,"12,21,",CNTRL-CTA,0.04090853479409192
45536,UPLINK,21,0,CNTRL-RTS,0.04090855891331281
45537,DOWNLINK,0,"21,",CNTRL-CTS,0.04090945731422199
45538,UPLINK,21,0,DATA-ULDATA,0.04090945731422199
45539,DOWNLINK,0,"21,",CNTRL-ACK,0.040911188905851666
45542,DOWNLINK,0,"24,",CNTRL-CTA,0.04091303394611181
45543,UPLINK,24,0,CNTRL-RTS,0.04091308589169555
45544,DOWNLINK,0,"24,",CNTRL-CTS,0.04091395646624188
45545,UPLINK,24,0,DATA-ULDATA,0.04091395646624188
45546,DOWNLINK,0,"24,",CNTRL-ACK,0.04091568805787155
45556,DOWNLINK,0,"9,22,",CNTRL-CTA,0.040923990739042196
45557,UPLINK,22,0,CNTRL-RTS,0.04092400522607846
45558,DOWNLINK,0,"22,",CNTRL-CTS,0.04092491325917227
45559,UPLINK,22,0,DATA-ULDATA,0.04092491325917227
45560,DOWNLINK,0,"22,",CNTRL-ACK,0.04092664485080194
45627,DOWNLINK,0,"7,",CNTRL-CTA,0.04098753117938665
45628,UPLINK,7,0,CNTRL-RTS,0.040987583613325426
45629,DOWNLINK,0,"7,",CNTRL-CTS,0.04098845369951672
45630,UPLINK,7,0,DATA-ULDATA,0.04098845369951672
45631,DOWNLINK,0,"7,",CNTRL-ACK,0.0409901852911464
45662,DOWNLINK,0,"7,",CNTRL-CTA,0.04101786089504854
45663,UPLINK,7,0,CNTRL-RTS,0.04101791332898731
45664,DOWNLINK,0,"7,",CNTRL-CTS,0.04101878341517861
45665,UPLINK,7,0,DATA-ULDATA,0.04101878341517861
45666,DOWNLINK,0,"7,",CNTRL-ACK,0.041020515006808284
45691,DOWNLINK,0,"16,18,",CNTRL-CTA,0.04104265548993
45692,UPLINK,16,0,CNTRL-RTS,0.041042698240143304
45693,DOWNLINK,0,"16,",CNTRL-CTS,0.04104357801006007
45694,UPLINK,16,0,DATA-ULDATA,0.04104357801006007
45695,DOWNLINK,0,"16,",CNTRL-ACK,0.04104530960168974
45769,DOWNLINK,0,"1,",CNTRL-CTA,0.04111265357118495
45770,UPLINK,1,0,CNTRL-RTS,0.04111270766326989
45771,DOWNLINK,0,"1,",CNTRL-CTS,0.041113576091315024
45772,UPLINK,1,0,DATA-ULDATA,0.041113576091315024
45773,DOWNLINK,0,"1,",CNTRL-ACK,0.0411153076829447
45818,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.04115589856866784
45819,UPLINK,10,0,CNTRL-RTS,0.04115592035225716
